Unnamed: 0,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,hour,day_of_week,month,year,distance_km
17026367,2011-08-19 20:21:23.0000004,4.9,2011-08-19 20:21:23+00:00,-73.9899,40.7393,-73.9998,40.7328,2,20,4,8,2011,1.1037013708095043
51707421,2014-04-07 06:53:20.0000001,9.5,2014-04-07 06:53:20+00:00,-73.986255,40.74034,-74.008791,40.713683,1,6,0,4,2014,3.520275570133126
45603200,2015-05-03 19:41:53.0000002,12.5,2015-05-03 19:41:53+00:00,-73.9876251220703,40.72163009643555,-73.98865509033203,40.745697021484375,1,19,6,5,2015,2.6775267286338122
280443,2011-07-25 10:17:34.0000003,12.1,2011-07-25 10:17:34+00:00,-73.989972,40.757083,-73.969662,40.797974,2,10,0,7,2011,4.857845688073283
34307615,2013-07-22 08:56:46.0000005,5.5,2013-07-22 08:56:46+00:00,-74.004267,40.747663,-73.99210500000001,40.764326,1,8,0,7,2013,2.1171728420522187
38331301,2014-02-16 12:26:08.0000003,8.0,2014-02-16 12:26:08+00:00,-73.976555,40.751656,-74.00066600000001,40.758407,4,12,6,2,2014,2.1651895200181905
15573883,2013-07-02 21:28:45.0000003,12.5,2013-07-02 21:28:45+00:00,-73.980289,40.676717,-73.950313,40.695264,1,21,1,7,2013,3.262149102379581
37808067,2012-02-11 08:13:00.00000043,4.5,2012-02-11 08:13:00+00:00,-73.973628,40.78723,-73.98196300000001,40.77946,1,8,5,2,2012,1.113079243326985
18651160,2009-03-10 08:49:49.0000001,4.9,2009-03-10 08:49:49+00:00,-73.997569,40.746602,-73.987509,40.743465,1,8,1,3,2009,0.9164692814631883
13110103,2009-03-08 00:52:53.0000001,17.4,2009-03-08 00:52:53+00:00,-73.951257,40.711247,-73.99205500000001,40.755747,1,0,6,3,2009,6.025056887067318
7727669,2014-06-06 20:58:57.0000001,5.0,2014-06-06 20:58:57+00:00,-73.97298,40.75248,-73.98025600000001,40.739496,2,20,4,6,2014,1.5684813522755885
46025324,2009-11-12 13:00:00.00000010,45.0,2009-11-12 13:00:00+00:00,-73.976892,40.761593,-73.786462,40.639152,2,13,3,11,2009,21.049251872975894
12728999,2009-02-13 18:06:00.000000116,10.1,2009-02-13 18:06:00+00:00,-73.971707,40.782135,-73.9954,40.744472,1,18,4,2,2009,4.639026160918374
27139511,2011-01-05 18:05:00.000000241,7.7,2011-01-05 18:05:00+00:00,-73.955815,40.75331,-73.942952,40.74494,1,18,2,1,2011,1.4283931510490318
16459925,2009-10-26 05:28:57.0000002,6.9,2009-10-26 05:28:57+00:00,-73.980972,40.77427,-73.99190899999999,40.749846000000005,1,5,0,10,2009,2.867786335637419
663094,2011-02-23 15:57:00.00000026,8.9,2011-02-23 15:57:00+00:00,-74.021063,40.741175,-74.024987,40.741003000000006,1,15,2,2,2011,0.3311445497055214
3669373,2009-11-24 16:22:00.000000127,8.5,2009-11-24 16:22:00+00:00,-73.957252,40.780408,-73.969797,40.758378,4,16,1,11,2009,2.66772277941965
36656038,2013-08-09 16:50:00.00000068,15.5,2013-08-09 16:50:00+00:00,-73.97872,40.777282,-73.990928,40.739927,1,16,4,8,2013,4.279063260412129
35658082,2009-09-18 17:28:10.0000003,11.3,2009-09-18 17:28:10+00:00,-73.97885,40.735913,-73.958515,40.764497,1,17,4,9,2009,3.6106007830733438
17576925,2015-04-30 13:16:28.0000004,7.5,2015-04-30 13:16:28+00:00,-73.96392822265625,40.76768112182617,-73.95391845703125,40.76673889160156,6,13,3,4,2015,0.8494640861524286
16166489,2010-10-08 17:57:22.0000001,4.5,2010-10-08 17:57:22+00:00,-73.996363,40.715990000000005,-74.00487700000001,40.707024,2,17,4,10,2010,1.228382551178041
40331305,2014-02-23 15:29:00.00000014,4.5,2014-02-23 15:29:00+00:00,-73.990562,40.724717,-73.99278699999999,40.731747,1,15,6,2,2014,0.8038704701420893
45812861,2010-02-15 11:18:00.000000162,6.5,2010-02-15 11:18:00+00:00,-73.94769699999999,40.776267,-73.965065,40.755837,3,11,0,2,2010,2.7018724018755065
11020674,2014-08-07 09:58:00.000000117,6.0,2014-08-07 09:58:00+00:00,-73.994075,40.737197,-73.998177,40.74562,2,9,3,8,2014,0.998318533778701
20460265,2010-02-15 10:35:00.00000049,4.1,2010-02-15 10:35:00+00:00,-73.98868,40.748537,-73.982235,40.758202,3,10,0,2,2010,1.204034546004219
48635317,2009-04-30 12:33:40.0000003,2.9,2009-04-30 12:33:40+00:00,-73.97172900000001,40.757273,-73.973237,40.755432,1,12,3,4,2009,0.240914212252238
10640968,2013-12-15 12:24:00.000000143,7.5,2013-12-15 12:24:00+00:00,-73.98229,40.77462,-73.987025,40.758092,5,12,6,12,2013,1.8805936312586722
52560548,2009-01-08 01:47:32.0000002,11.8,2009-01-08 01:47:32+00:00,-73.984034,40.764584,-73.966226,40.804742,1,1,3,1,2009,4.710354937137428
45656884,2012-02-01 15:37:00.00000088,7.3,2012-02-01 15:37:00+00:00,-73.971202,40.760947,-73.980467,40.747857,1,15,2,2,2012,1.6515560730598908
21767516,2011-12-19 19:47:00.0000005,5.7,2011-12-19 19:47:00+00:00,-73.98267299999999,40.767948,-73.993,40.758643,1,19,0,12,2011,1.3516644271472322
23914488,2013-10-13 04:36:00.00000033,12.5,2013-10-13 04:36:00+00:00,-73.99175,40.72668,-73.972268,40.695395,2,4,6,10,2013,3.84681579440911
21023117,2010-11-17 12:37:32.0000002,12.9,2010-11-17 12:37:32+00:00,-74.007442,40.7303,-73.974862,40.778366,1,12,2,11,2010,6.0080622980430105
25636864,2011-03-26 21:30:00.000000209,7.3,2011-03-26 21:30:00+00:00,-74.00819200000001,40.738852,-73.990487,40.74444,1,21,5,3,2011,1.6158545320266913
50400233,2011-12-08 10:06:28.0000003,6.9,2011-12-08 10:06:28+00:00,-73.988682,40.746612,-73.97426,40.751071,1,10,3,12,2011,1.3121737444776413
31805747,2013-10-24 20:24:22.0000001,12.0,2013-10-24 20:24:22+00:00,-73.99215,40.715007,-73.968565,40.693161,1,20,3,10,2013,3.1390158300788156
2227349,2011-03-29 23:48:00.00000064,6.1,2011-03-29 23:48:00+00:00,-73.984222,40.742502,-74.004963,40.741085,1,23,1,3,2011,1.7544725942365984
2420701,2013-05-09 14:20:11.0000006,10.0,2013-05-09 14:20:11+00:00,-73.976861,40.733847,-73.999133,40.744113,2,14,3,5,2013,2.1963909620167437
28818036,2014-03-28 12:22:13.0000002,35.83,2014-03-28 12:22:13+00:00,-73.988834,40.726871,-73.86567600000001,40.76953,1,12,4,3,2014,11.407745347066575
25277326,2011-05-09 13:12:46.0000003,4.1,2011-05-09 13:12:46+00:00,-73.959298,40.771532,-73.95017299999999,40.772101,1,13,0,5,2011,0.7710142387383325
25708465,2013-11-29 16:35:40.0000002,7.0,2013-11-29 16:35:40+00:00,-73.99133499999999,40.740611,-73.978902,40.753046000000005,3,16,4,11,2013,1.734610855040078
14112995,2012-04-26 08:16:15.0000007,8.1,2012-04-26 08:16:15+00:00,-73.994785,40.750015000000005,-73.973042,40.764344,2,8,3,4,2012,2.4274637260920353
23179051,2011-10-31 21:31:24.0000004,12.1,2011-10-31 21:31:24+00:00,-73.99404799999999,40.751187,-73.966824,40.757374,4,21,0,10,2011,2.3941057358300393
42357693,2013-12-30 17:26:36.0000001,14.5,2013-12-30 17:26:36+00:00,-73.969025,40.752353,-73.97333499999999,40.78722,1,17,0,12,2013,3.893985770681695
1514229,2015-03-12 13:13:22.0000005,6.5,2015-03-12 13:13:22+00:00,-73.96488189697266,40.77254867553711,-73.95413970947266,40.77864837646485,1,13,3,3,2015,1.130589735321408
1400156,2011-07-23 19:36:00.000000129,4.9,2011-07-23 19:36:00+00:00,-73.995858,40.754865,-73.997377,40.742293,1,19,5,7,2011,1.403786718021283
17421821,2012-08-12 02:41:00.000000130,8.1,2012-08-12 02:41:00+00:00,-74.00667299999999,40.743792,-73.983078,40.731498,1,2,6,8,2012,2.4126165300888855
37727540,2009-03-31 18:48:06.0000001,9.1,2009-03-31 18:48:06+00:00,-73.991674,40.739278000000006,-73.97699,40.764045,1,18,1,3,2009,3.0189849512856886
1377284,2010-06-15 08:50:00.000000154,4.1,2010-06-15 08:50:00+00:00,-74.001008,40.74726,-73.995333,40.740017,1,8,1,6,2010,0.9365989336211534
46244964,2010-05-06 06:43:05.0000001,5.7,2010-05-06 06:43:05+00:00,-73.99068,40.756438,-73.973045,40.764089,1,6,3,5,2010,1.7116911454166135
21212206,2010-02-23 20:34:00.000000230,6.9,2010-02-23 20:34:00+00:00,-73.984153,40.744623,-74.008768,40.738095,5,20,1,2,2010,2.1971425200334522
17176714,2011-05-28 03:24:00.000000143,14.1,2011-05-28 03:24:00+00:00,-73.957638,40.714387,-73.999873,40.679268,5,3,5,5,2011,5.284637038463188
34844970,2010-05-17 21:54:43.0000002,25.3,2010-05-17 21:54:43+00:00,-74.007181,40.702166,-73.957785,40.802106,1,21,0,5,2010,11.86623355312278
49971743,2009-06-21 12:06:21.0000002,5.3,2009-06-21 12:06:21+00:00,-73.987339,40.75691,-73.97738299999999,40.758696,4,12,6,6,2009,0.8617641981375613
31590303,2011-05-20 03:59:33.0000002,13.3,2011-05-20 03:59:33+00:00,-74.005324,40.739745,-74.006885,40.743209,1,3,4,5,2011,0.40701140813469705
5323790,2014-03-01 00:28:00.00000047,12.0,2014-03-01 00:28:00+00:00,-73.940915,40.712552,-73.949437,40.684147,4,0,5,3,2014,3.2391681355793023
23872767,2011-12-20 11:19:00.00000050,7.3,2011-12-20 11:19:00+00:00,-73.978157,40.752372,-73.985212,40.735952000000005,1,11,1,12,2011,1.9201222495686003
18634208,2011-04-17 01:43:00.00000084,6.5,2011-04-17 01:43:00+00:00,-73.96862800000001,40.754973,-73.9518,40.771788,1,1,6,4,2011,2.346181480097641
13391215,2014-07-02 07:30:00.00000018,11.5,2014-07-02 07:30:00+00:00,-73.96895500000001,40.764305,-73.992232,40.749355,1,7,2,7,2014,2.570481675736993
6878409,2014-09-08 07:28:00.00000099,5.5,2014-09-08 07:28:00+00:00,-73.974013,40.75447,-73.962827,40.758257,1,7,0,9,2014,1.032008533204677
7080575,2013-03-14 14:38:28.0000004,9.5,2013-03-14 14:38:28+00:00,-73.974008,40.76474,-73.976955,40.749974,1,14,3,3,2013,1.6605610207569494
28885951,2014-11-23 16:15:36.0000004,6.0,2014-11-23 16:15:36+00:00,-73.985525,40.727688,-73.989707,40.738373,1,16,6,11,2014,1.2392695185180684
14176261,2014-04-19 12:44:00.00000084,57.33,2014-04-19 12:44:00+00:00,-73.98471500000001,40.74475,-73.782735,40.648807,6,12,5,4,2014,20.093841779142657
39384500,2009-03-10 08:33:04.0000002,4.1,2009-03-10 08:33:04+00:00,-73.999581,40.743953000000005,-74.000019,40.738018,2,8,1,3,2009,0.660972752582045
22105791,2010-03-19 11:08:00.000000176,6.1,2010-03-19 11:08:00+00:00,-73.978687,40.76348,-73.959645,40.772832,1,11,4,3,2010,1.911268460464058
1781829,2013-01-22 08:22:00.000000113,8.0,2013-01-22 08:22:00+00:00,-73.954493,40.77905,-73.967617,40.788782,1,8,1,1,2013,1.5466089757196118
44212269,2011-03-25 13:25:00.000000100,6.1,2011-03-25 13:25:00+00:00,-73.959035,40.774818,-73.969202,40.760787,1,13,4,3,2011,1.7796764910012663
11890823,2011-02-12 10:20:00.00000099,6.9,2011-02-12 10:20:00+00:00,-74.005162,40.72038,-73.989352,40.747612,1,10,5,2,2011,3.3081225965207897
46541834,2014-09-04 19:19:00.000000106,7.5,2014-09-04 19:19:00+00:00,-73.994475,40.740772,-73.9888,40.755867,1,19,3,9,2014,1.7452394201093893
21859891,2009-01-12 09:33:00.0000006,50.0,2009-01-12 09:33:00+00:00,-73.78344,40.646597,-73.974255,40.746488,2,9,0,1,2009,19.54876995858218
30728943,2010-10-22 08:26:00.000000102,4.9,2010-10-22 08:26:00+00:00,-73.975243,40.790047,-73.967458,40.791227,1,8,4,10,2010,0.6683923286883812
48446546,2014-04-21 00:15:00.00000071,24.5,2014-04-21 00:15:00+00:00,-74.00026700000001,40.718140000000005,-73.946628,40.788935,2,0,0,4,2014,9.076504187141987
54984306,2009-05-10 18:01:25.0000003,4.5,2009-05-10 18:01:25+00:00,-73.99120699999999,40.770457,-73.986564,40.761347,1,18,6,5,2009,1.0858348485955607
32624110,2014-03-05 23:32:41.0000001,8.5,2014-03-05 23:32:41+00:00,-73.992147,40.729093,-73.99489399999999,40.745281,2,23,2,3,2014,1.8148419042594262
16091554,2010-03-30 06:27:41.0000001,8.5,2010-03-30 06:27:41+00:00,-74.005127,40.719154,-73.993877,40.751321,1,6,1,3,2010,3.700274035853722
40980712,2012-06-16 12:07:05.0000002,8.5,2012-06-16 12:07:05+00:00,-73.991352,40.750196,-74.006007,40.715541,1,12,5,6,2012,4.0464710378808375
42161787,2014-08-20 12:25:21.0000005,14.5,2014-08-20 12:25:21+00:00,-73.97192,40.781716,-73.98573,40.758871,1,12,2,8,2014,2.7938045101446263
10343914,2013-06-24 13:06:00.000000176,6.0,2013-06-24 13:06:00+00:00,-73.957107,40.802107,-73.969918,40.79396,1,13,0,6,2013,1.4083957501333861
34654574,2011-03-19 08:28:17.0000003,4.9,2011-03-19 08:28:17+00:00,-73.992855,40.746986,-73.98966899999999,40.739853,1,8,5,3,2011,0.8373377911806459
51795189,2011-01-25 07:40:00.00000075,4.1,2011-01-25 07:40:00+00:00,-73.98143,40.7569,-73.975993,40.757168,5,7,1,1,2011,0.4589187717262499
13848259,2012-03-30 21:26:16.0000009,19.3,2012-03-30 21:26:16+00:00,-73.98754,40.729333,-73.94171300000001,40.812712,2,21,4,3,2012,10.042422569100987
1575438,2012-06-03 02:15:00.000000153,9.3,2012-06-03 02:15:00+00:00,-73.984015,40.72542,-73.96704799999999,40.76192,1,2,6,6,2012,4.302965808652655
8696793,2010-06-09 20:56:21.0000003,12.1,2010-06-09 20:56:21+00:00,-73.981913,40.731983,-73.98792399999999,40.763054,1,20,2,6,2010,3.4918482128595145
9469040,2009-08-03 21:33:08.0000002,18.1,2009-08-03 21:33:08+00:00,-73.973809,40.792091,-73.98310699999999,40.721344,1,21,0,8,2009,7.90559459641822
29574917,2013-11-21 06:09:42.0000001,5.5,2013-11-21 06:09:42+00:00,-73.986653,40.742823,-73.983815,40.754577000000005,1,6,3,11,2013,1.3286703384219096
6238825,2011-12-22 07:39:47.0000002,24.1,2011-12-22 07:39:47+00:00,-73.947731,40.77515,-73.87281800000001,40.774341,1,7,3,12,2011,6.308767277072381
1961048,2014-04-25 12:58:00.000000172,8.0,2014-04-25 12:58:00+00:00,-73.991377,40.739972,-73.980267,40.748517,1,12,4,4,2014,1.3337253223291259
22963813,2013-01-07 10:59:00.0000002,10.0,2013-01-07 10:59:00+00:00,-74.003242,40.749117,-73.99502,40.769847,1,10,0,1,2013,2.406846304147783
46289713,2012-08-19 15:54:53.0000001,3.7,2012-08-19 15:54:53+00:00,-73.966605,40.764032,-73.961036,40.769012,1,15,6,8,2012,0.7256736130454077
16165538,2009-09-30 19:02:00.000000262,10.1,2009-09-30 19:02:00+00:00,-73.996127,40.753335,-73.989102,40.729188,1,19,2,9,2009,2.7494789035629905
51550418,2012-04-25 00:39:03.0000001,5.3,2012-04-25 00:39:03+00:00,-73.984825,40.747935,-73.999004,40.760418,1,0,2,4,2012,1.8311441775653987
28085750,2015-06-05 15:21:49.0000001,54.5,2015-06-05 15:21:49+00:00,-73.99423217773438,40.72637939453125,-73.93231964111328,40.58408737182617,1,15,4,6,2015,16.66186672074046
19806919,2010-05-28 19:21:00.00000062,4.5,2010-05-28 19:21:00+00:00,-73.993923,40.73539,-73.994683,40.727515,1,19,4,5,2010,0.8779985295150893
41440361,2011-08-10 22:01:00.000000172,5.7,2011-08-10 22:01:00+00:00,-73.96075,40.761398,-73.946595,40.775687,1,22,2,8,2011,1.9863200185965246
21014522,2012-08-10 14:20:00.00000029,5.3,2012-08-10 14:20:00+00:00,-73.977722,40.75741,-73.991407,40.749753000000005,1,14,4,8,2012,1.4330713909122057
44990323,2010-05-12 08:47:00.00000047,5.3,2010-05-12 08:47:00+00:00,-73.966215,40.762348,-73.964938,40.772562,2,8,2,5,2010,1.1408251993828609
33161085,2012-07-27 21:45:00.00000073,9.7,2012-07-27 21:45:00+00:00,-73.98807,40.72809,-74.008472,40.703377,1,21,4,7,2012,3.2415973160569376
40124800,2010-04-06 13:41:47.0000003,6.9,2010-04-06 13:41:47+00:00,-73.97444,40.78767,-73.98082,40.765907,1,13,1,4,2010,2.4788484040834016
35409276,2009-09-13 20:11:25.0000003,4.9,2009-09-13 20:11:25+00:00,-73.977918,40.778467,-73.987123,40.765762,1,20,6,9,2009,1.6114166260268252
2638502,2015-03-26 11:27:09.0000002,13.5,2015-03-26 11:27:09+00:00,-73.97325897216798,40.75564575195313,-74.00154876708984,40.71994018554688,1,11,3,3,2015,4.630783655050696
47699290,2010-08-20 10:52:00.00000078,11.3,2010-08-20 10:52:00+00:00,-73.979288,40.749392,-73.954015,40.766633,1,10,4,8,2010,2.864711810136286
21115980,2013-05-29 21:00:40.0000003,6.5,2013-05-29 21:00:40+00:00,-73.973112,40.755657,-73.985534,40.738461,3,21,2,5,2013,2.1797247241002187
26954385,2011-02-07 11:54:35.0000004,5.7,2011-02-07 11:54:35+00:00,-73.98897099999999,40.777131,-73.97487199999999,40.787596,2,11,0,2,2011,1.662306423371029
31583068,2014-04-01 23:18:58.0000002,17.0,2014-04-01 23:18:58+00:00,-73.99215699999999,40.73602,-73.984567,40.774755,3,23,1,4,2014,4.35432350792765
50767269,2012-10-25 01:10:32.0000001,3.0,2012-10-25 01:10:32+00:00,-74.00152800000001,40.739337,-73.99974,40.738467,1,1,3,10,2012,0.179029136806389
16802943,2009-07-21 09:04:33.0000004,10.5,2009-07-21 09:04:33+00:00,-73.91850500000001,40.770153,-73.865091,40.770566,1,9,1,7,2009,4.498311991882633
30060315,2013-06-22 06:14:00.0000003,4.5,2013-06-22 06:14:00+00:00,-73.98666,40.72994,-73.993705,40.718442,1,6,5,6,2013,1.4096349135651103
14570696,2013-02-19 14:35:25.0000001,6.5,2013-02-19 14:35:25+00:00,-73.96202,40.779456,-73.956066,40.771956,1,14,1,2,2013,0.9730620767544731
18245106,2011-03-12 22:27:39.0000001,17.3,2011-03-12 22:27:39+00:00,-74.000218,40.732841,-73.969728,40.799748,1,22,5,3,2011,7.870377996492064
42277582,2014-07-24 16:57:35.0000003,19.5,2014-07-24 16:57:35+00:00,-73.989102,40.778772,-73.979923,40.746072,2,16,3,7,2014,3.7173475456333978
5672359,2014-03-08 15:44:00.00000091,10.0,2014-03-08 15:44:00+00:00,-74.00291,40.760322,-74.007437,40.74095,1,15,5,3,2014,2.187562314072863
27022166,2014-02-23 02:29:06.0000002,4.5,2014-02-23 02:29:06+00:00,-73.985771,40.752199,-73.98944399999999,40.759838,1,2,6,2,2014,0.904004680497547
30141694,2014-05-05 14:30:46.0000003,8.0,2014-05-05 14:30:46+00:00,-73.955743,40.779326,-73.95994499999999,40.763731,1,14,0,5,2014,1.7698194262340616
8388176,2012-08-27 03:10:00.0000003,8.9,2012-08-27 03:10:00+00:00,-73.988258,40.72099,-74.00439300000001,40.7424,1,3,0,8,2012,2.7415349487760823
22016138,2010-10-26 10:34:50.0000002,4.5,2010-10-26 10:34:50+00:00,-73.983511,40.746716,-73.980612,40.757669,1,10,1,10,2010,1.2421578306909498
28462023,2012-03-04 19:18:55.0000002,9.7,2012-03-04 19:18:55+00:00,-73.966247,40.761565,-73.979908,40.78603,3,19,6,3,2012,2.953608791510706
51298937,2012-06-26 18:00:18.0000001,16.9,2012-06-26 18:00:18+00:00,-73.97829,40.73686,-73.988886,40.758595,1,18,1,6,2012,2.5763888532501866
50591465,2012-10-30 15:42:00.00000018,9.0,2012-10-30 15:42:00+00:00,-73.991217,40.696712,-74.00274,40.710602,5,15,1,10,2012,1.824549501351588
53685708,2010-07-21 22:12:00.000000130,14.9,2010-07-21 22:12:00+00:00,-73.981822,40.778235,-73.978402,40.741573,5,22,2,7,2010,4.086792299240617
7786474,2012-02-26 00:08:00.000000222,5.7,2012-02-26 00:08:00+00:00,-73.999887,40.728313,-73.99369200000001,40.741665000000005,1,0,6,2,2012,1.5737565973955594
48860316,2012-03-15 19:01:55.0000002,11.7,2012-03-15 19:01:55+00:00,-73.983035,40.765961,-73.94864100000001,40.77487,1,19,3,3,2012,3.0610982927229955
17690425,2013-01-02 15:50:00.000000168,12.0,2013-01-02 15:50:00+00:00,-73.994895,40.718457,-73.978095,40.749007,1,15,2,1,2013,3.680133142328195
36037025,2009-08-17 18:15:00.000000131,24.27,2009-08-17 18:15:00+00:00,-73.87089300000001,40.773708,-73.954975,40.776537,1,18,0,8,2009,7.087155403036897
12443605,2011-09-08 15:11:00.000000181,5.3,2011-09-08 15:11:00+00:00,-73.954402,40.764207,-73.951877,40.773422,2,15,3,9,2011,1.046492285399786
14067649,2015-01-10 15:26:53.0000002,6.0,2015-01-10 15:26:53+00:00,-73.97693634033203,40.762001037597656,-73.96341705322266,40.77465438842773,1,15,5,1,2015,1.8099264457775055
447813,2010-11-02 09:29:07.0000002,7.3,2010-11-02 09:29:07+00:00,-73.974925,40.741901,-73.992221,40.730934000000005,1,9,1,11,2010,1.9001965056978383
27615992,2013-04-21 19:15:00.000000150,14.0,2013-04-21 19:15:00+00:00,-73.98926,40.740635,-73.980215,40.775502,6,19,6,4,2013,3.9511746127395617
45107543,2013-04-21 20:38:59.0000002,8.0,2013-04-21 20:38:59+00:00,-73.96380400000001,40.761425,-73.985784,40.759326,1,20,6,4,2013,1.865903690385308
35518961,2012-11-05 17:27:43.0000001,23.7,2012-11-05 17:27:43+00:00,-73.97173199999999,40.794972,-73.913764,40.880169,1,17,0,11,2012,10.654964940676036
38677686,2009-03-14 19:22:53.0000005,6.5,2009-03-14 19:22:53+00:00,-73.97261400000001,40.755138,-73.96656999999999,40.772362,2,19,5,3,2009,1.9817113752387046
10451745,2009-11-25 01:06:00.00000081,3.7,2009-11-25 01:06:00+00:00,-73.994792,40.760653000000005,-73.991535,40.757875,1,1,2,11,2009,0.41312464721695524
38856212,2011-12-14 01:42:00.00000050,6.1,2011-12-14 01:42:00+00:00,-73.961863,40.760242,-73.97309,40.750387,1,1,2,12,2011,1.4474469729865893
55082908,2010-10-10 18:57:05.0000001,4.9,2010-10-10 18:57:05+00:00,-73.980261,40.760927,-73.963121,40.758375,2,18,6,10,2010,1.4712448444748145
